
ELEMENT:
                                      Sn

SOURCE:
                           Tanuma, Powell and Penn
                    Surface Interface Anal. 21 (1994) 165.
                 IMFP values determined from TPP-2M equation
                                       

COMMENT:
                                  Grey  tin

ATOMIC WEIGHT:               118.71000

DENSITY:                       5.7690 g/cm**3

TABULATION:

______________________________________________________________________________

                    Energy                         IMFP
                      eV                        Angstroms
______________________________________________________________________________
                      50.0                         5.00
                      54.9                         5.07
                      59.8                         5.15
                      64.6                         5.23
                      69.5                         5.31
                      74.4                         5.40
                      79.3                         5.50
                      84.1                         5.60
                      89.0                         5.70
                      93.9                         5.81
                      98.8                         5.92
                     103.6                         6.03
                     108.5                         6.14
                     113.4                         6.25
                     118.3                         6.37
                     123.1                         6.48
                     128.0                         6.60
                     132.9                         6.72
                     137.8                         6.83
                     142.6                         6.95
                     147.5                         7.07
                     152.4                         7.19
                     157.3                         7.30
                     162.1                         7.42
                     167.0                         7.54
                     171.9                         7.66
                     176.8                         7.78
                     181.6                         7.89
                     186.5                         8.01
                     191.4                         8.13
                     196.3                         8.25
                     201.1                         8.36
                     206.0                         8.48
                     210.9                         8.60
                     215.8                         8.71
                     220.6                         8.83
                     225.5                         8.95
                     230.4                         9.06
                     235.3                         9.18
                     240.1                         9.29
                     245.0                         9.41
                     249.9                         9.52
                     254.8                         9.64
                     259.6                         9.75
                     264.5                         9.87
                     269.4                         9.98
                     274.3                        10.09
                     279.1                        10.21
                     284.0                        10.32
                     288.9                        10.43
                     293.8                        10.55
                     298.6                        10.66
                     303.5                        10.77
                     308.4                        10.88
                     313.3                        11.00
                     318.1                        11.11
                     323.0                        11.22
                     327.9                        11.33
                     332.8                        11.44
                     337.6                        11.55
                     342.5                        11.66
                     347.4                        11.77
                     352.3                        11.88
                     357.1                        11.99
                     362.0                        12.10
                     366.9                        12.21
                     371.8                        12.32
                     376.6                        12.43
                     381.5                        12.54
                     386.4                        12.65
                     391.3                        12.76
                     396.1                        12.86
                     401.0                        12.97
                     405.9                        13.08
                     410.8                        13.19
                     415.6                        13.30
                     420.5                        13.40
                     425.4                        13.51
                     430.3                        13.62
                     435.1                        13.72
                     440.0                        13.83
                     444.9                        13.94
                     449.8                        14.04
                     454.6                        14.15
                     459.5                        14.25
                     464.4                        14.36
                     469.3                        14.47
                     474.1                        14.57
                     479.0                        14.68
                     483.9                        14.78
                     488.8                        14.89
                     493.6                        14.99
                     498.5                        15.10
                     503.4                        15.20
                     508.3                        15.30
                     513.1                        15.41
                     518.0                        15.51
                     522.9                        15.62
                     527.8                        15.72
                     532.6                        15.82
                     537.5                        15.93
                     542.4                        16.03
                     547.3                        16.13
                     552.1                        16.24
                     557.0                        16.34
                     561.9                        16.44
                     566.8                        16.55
                     571.6                        16.65
                     576.5                        16.75
                     581.4                        16.85
                     586.3                        16.95
                     591.1                        17.06
                     596.0                        17.16
                     600.9                        17.26
                     605.8                        17.36
                     610.6                        17.46
                     615.5                        17.56
                     620.4                        17.66
                     625.3                        17.77
                     630.1                        17.87
                     635.0                        17.97
                     639.9                        18.07
                     644.8                        18.17
                     649.6                        18.27
                     654.5                        18.37
                     659.4                        18.47
                     664.3                        18.57
                     669.1                        18.67
                     674.0                        18.77
                     678.9                        18.87
                     683.8                        18.97
                     688.6                        19.07
                     693.5                        19.17
                     698.4                        19.27
                     703.3                        19.37
                     708.1                        19.47
                     713.0                        19.56
                     717.9                        19.66
                     722.8                        19.76
                     727.6                        19.86
                     732.5                        19.96
                     737.4                        20.06
                     742.3                        20.16
                     747.1                        20.25
                     752.0                        20.35
                     756.9                        20.45
                     761.8                        20.55
                     766.6                        20.65
                     771.5                        20.74
                     776.4                        20.84
                     781.3                        20.94
                     786.1                        21.04
                     791.0                        21.13
                     795.9                        21.23
                     800.8                        21.33
                     805.6                        21.43
                     810.5                        21.52
                     815.4                        21.62
                     820.3                        21.72
                     825.1                        21.81
                     830.0                        21.91
                     834.9                        22.01
                     839.8                        22.10
                     844.6                        22.20
                     849.5                        22.29
                     854.4                        22.39
                     859.3                        22.49
                     864.1                        22.58
                     869.0                        22.68
                     873.9                        22.77
                     878.8                        22.87
                     883.6                        22.97
                     888.5                        23.06
                     893.4                        23.16
                     898.3                        23.25
                     903.1                        23.35
                     908.0                        23.44
                     912.9                        23.54
                     917.8                        23.63
                     922.6                        23.73
                     927.5                        23.82
                     932.4                        23.92
                     937.3                        24.01
                     942.1                        24.11
                     947.0                        24.20
                     951.9                        24.30
                     956.8                        24.39
                     961.6                        24.49
                     966.5                        24.58
                     971.4                        24.68
                     976.3                        24.77
                     981.1                        24.86
                     986.0                        24.96
                     990.9                        25.05
                     995.8                        25.15
                    1000.6                        25.24
                    1005.5                        25.33
                    1010.4                        25.43
                    1015.3                        25.52
                    1020.1                        25.61
                    1025.0                        25.71
                    1029.9                        25.80
                    1034.8                        25.89
                    1039.6                        25.99
                    1044.5                        26.08
                    1049.4                        26.17
                    1054.3                        26.27
                    1059.1                        26.36
                    1064.0                        26.45
                    1068.9                        26.55
                    1073.8                        26.64
                    1078.6                        26.73
                    1083.5                        26.82
                    1088.4                        26.92
                    1093.3                        27.01
                    1098.1                        27.10
                    1103.0                        27.19
                    1107.9                        27.29
                    1112.8                        27.38
                    1117.6                        27.47
                    1122.5                        27.56
                    1127.4                        27.66
                    1132.3                        27.75
                    1137.1                        27.84
                    1142.0                        27.93
                    1146.9                        28.02
                    1151.8                        28.12
                    1156.6                        28.21
                    1161.5                        28.30
                    1166.4                        28.39
                    1171.3                        28.48
                    1176.1                        28.57
                    1181.0                        28.67
                    1185.9                        28.76
                    1190.8                        28.85
                    1195.6                        28.94
