125	2.403	2.394	2.259	-0.8892	-0.8898	-0.8749
130	3.333	3.324	3.168	-0.08634	-0.08702	-0.06987
132.3	3.313	3.306	3.151	0.2529	0.2524	0.2649
135	3.145	3.142	2.993	0.5698	0.5695	0.5775
140	2.757	2.758	2.621	0.9952	0.9951	0.9982
145	2.383	2.386	2.262	1.292	1.292	1.293
150	2.038	2.041	1.93	1.506	1.506	1.507
151.4	1.948	1.951	1.843	1.555	1.554	1.556
155	1.731	1.734	1.634	1.658	1.658	1.66
160	1.47	1.472	1.383	1.758	1.758	1.761
165	1.254	1.255	1.176	1.814	1.814	1.819
170	1.078	1.078	1.007	1.833	1.833	1.838
175	0.9337	0.933	0.8691	1.817	1.817	1.821
180	0.8155	0.8142	0.7568	1.77	1.769	1.772
185	0.718	0.7163	0.6645	1.693	1.692	1.69
190	0.6372	0.6353	0.5886	1.588	1.586	1.579
195	0.5701	0.5681	0.526	1.459	1.456	1.442
200	0.5143	0.5125	0.4745	1.308	1.305	1.283
205	0.4682	0.4665	0.4322	1.141	1.139	1.108
210	0.43	0.4286	0.3976	0.9637	0.9612	0.9214
215	0.3987	0.3975	0.3694	0.7805	0.7785	0.7304
220	0.373	0.372	0.3467	0.5968	0.5957	0.5404
225	0.3521	0.3514	0.3285	0.4178	0.4178	0.3569
230	0.3352	0.3347	0.314	0.2479	0.249	0.1845
235	0.3217	0.3214	0.3026	0.09074	0.09286	0.02674
240	0.3109	0.3108	0.2938	-0.05106	-0.04808	-0.1139
245	0.3025	0.3025	0.2871	-0.1758	-0.1722	-0.2359
250	0.2959	0.296	0.2822	-0.2829	-0.279	-0.3392
255	0.2909	0.2911	0.2786	-0.3725	-0.3685	-0.4241
260	0.2872	0.2875	0.2762	-0.4453	-0.4416	-0.4917
265	0.2845	0.2848	0.2748	-0.5026	-0.4993	-0.5436
270	0.2826	0.283	0.274	-0.5458	-0.543	-0.5813
275	0.2815	0.282	0.2739	-0.5764	-0.5742	-0.6064
280	0.2809	0.2814	0.2743	-0.5959	-0.5942	-0.6207
285	0.2808	0.2814	0.275	-0.6058	-0.6047	-0.6255
290	0.2811	0.2818	0.2761	-0.6075	-0.6067	-0.6224
295	0.2817	0.2824	0.2775	-0.6021	-0.6017	-0.6126
300	0.2825	0.2833	0.279	-0.5909	-0.5907	-0.5974
305	0.2836	0.2843	0.2806	-0.5748	-0.5748	-0.5776
310	0.2847	0.2855	0.2823	-0.5548	-0.5548	-0.5543
315	0.2859	0.2867	0.2841	-0.5317	-0.5317	-0.5281
320	0.2872	0.288	0.2858	-0.5062	-0.506	-0.4999
325	0.2885	0.2893	0.2875	-0.4787	-0.4784	-0.47
330	0.2898	0.2905	0.2891	-0.4497	-0.4492	-0.439
335	0.2911	0.2918	0.2907	-0.4197	-0.419	-0.4071
340	0.2923	0.2929	0.2922	-0.3888	-0.388	-0.3748
345	0.2935	0.294	0.2936	-0.3575	-0.3565	-0.3421
350	0.2947	0.2951	0.2949	-0.3258	-0.3247	-0.3094
355	0.2957	0.2961	0.2962	-0.294	-0.2927	-0.2767
360	0.2967	0.297	0.2973	-0.2621	-0.2608	-0.2443
365	0.2977	0.2978	0.2984	-0.2304	-0.229	-0.2121
370	0.2985	0.2985	0.2993	-0.1989	-0.1975	-0.1803
375	0.2993	0.2991	0.3001	-0.1677	-0.1664	-0.1489
380	0.3	0.2997	0.3009	-0.1368	-0.1356	-0.1181
385	0.3005	0.3002	0.3015	-0.1065	-0.1054	-0.08783
390	0.301	0.3005	0.302	-0.07667	-0.0757	-0.05819
395	0.3014	0.3008	0.3024	-0.04742	-0.0466	-0.02921
400	0.3016	0.301	0.3027	-0.01876	-0.01812	-0.0008814
405	0.3018	0.3011	0.3029	0.009291	0.009739	0.02677
410	0.3019	0.3011	0.3031	0.03671	0.03696	0.05376
415	0.3018	0.301	0.3031	0.0635	0.06355	0.08009
440	0.3002	0.2994	0.302	0.1881	0.1873	0.2022
460	0.2975	0.297	0.2998	0.2772	0.2761	0.2896
480	0.2938	0.2937	0.2966	0.3577	0.3565	0.3686
500	0.2894	0.2897	0.2927	0.4302	0.4294	0.44
520	0.2845	0.2851	0.2881	0.4958	0.4954	0.5046
540	0.2793	0.28	0.283	0.5554	0.5554	0.5633
560	0.274	0.2747	0.2776	0.61	0.6102	0.6168
580	0.2686	0.269	0.2719	0.66	0.6603	0.6659
600	0.263	0.2632	0.266	0.706	0.7063	0.7108
620	0.2574	0.2572	0.26	0.7482	0.7485	0.752
640	0.2516	0.2512	0.2539	0.7872	0.7873	0.79
660	0.2457	0.2452	0.2478	0.8231	0.8232	0.8251
680	0.2396	0.2391	0.2418	0.8564	0.8564	0.8576
700	0.2335	0.2332	0.2357	0.8873	0.8872	0.8878
720	0.2274	0.2273	0.2297	0.9159	0.9159	0.9158
740	0.2213	0.2215	0.2239	0.9424	0.9425	0.9419
760	0.2154	0.2158	0.2181	0.9672	0.9673	0.9662
780	0.2096	0.2102	0.2124	0.9903	0.9905	0.9889
800	0.204	0.2048	0.2069	1.012	1.012	1.01
850	0.191	0.1917	0.1936	1.061	1.061	1.058
900	0.1794	0.1795	0.1812	1.103	1.102	1.099
950	0.1686	0.1681	0.1697	1.139	1.138	1.134
1000	0.1581	0.1575	0.1589	1.17	1.169	1.165
1041	0.1498	0.1493	0.1507	1.192	1.192	1.187
1050	0.148	0.1476	0.149	1.196	1.196	1.191
1100	0.1385	0.1386	0.1398	1.219	1.22	1.215
1150	0.1298	0.1302	0.1313	1.24	1.241	1.235
